beer_id,beer_name,place_id,info_id
595,La Radieuse                                                                                         ,100,544
596,Euclid Special Bitter                                                                               ,73,545
597,Bierhaus Light                                                                                      ,9,546
598,Bramble On                                                                                          ,4,547
599,Odlo Lievraake                                                                                      ,3,548
600,Diamond Street Double                                                                               ,58,549
601,Union Bhoys Lager                                                                                   ,2,550
602,Café Negro Coffee Infused Porter                                                                   ,69,551
603,Cit-Rawr                                                                                            ,29,552
604,Mint Stout                                                                                          ,37,553
605,Bière De Printemps De LOncle HANSI                                                                 ,19,554
606,Alphaholic                                                                                          ,23,551
607,Rye Of The Tiger IPA                                                                                ,34,555
608,Birming-Hambic                                                                                      ,31,556
609,Ruby Crystal Mandarina - Lemon Extract And Kaffir Lime Leaves                                       ,38,557
610,Jami                                                                                                ,19,133
611,Coalesce                                                                                            ,44,558
612,Freckle Face                                                                                        ,101,559
613,Dark Horse                                                                                          ,7,388
614,Shades Of Amber                                                                                     ,29,560
615,Town Hall Maibock                                                                                   ,94,561
616,Treble Hook Tripel                                                                                  ,44,562
617,Mango My Tango                                                                                      ,44,563
618,1811 Pre-Prohibition Lager                                                                          ,68,564
619,Modest Molly                                                                                        ,0,15
620,Schwarz IPA                                                                                         ,0,565
621,Doctors Orders                                                                                      ,0,338
622,Södvik Säsong 2018                                                                                ,24,566
623,Hopop Hetbop                                                                                        ,89,567
624,Brett Hop Harvest Saison                                                                            ,27,568
625,Luponic Plague                                                                                      ,38,569
626,Knightman Cometh                                                                                    ,49,510
627,Piper Doon                                                                                          ,49,570
628,Double Dry Hopped Snapper                                                                           ,25,133
629,Claymore Scotch Ale                                                                                 ,13,571
630,Santas Calaveras CHIPOTE-LES                                                                        ,41,572
631,Beagle Fuegian Cream Stout                                                                          ,33,573
632,Cream Ale                                                                                           ,0,574
633,Sebright Golden Ale                                                                                 ,0,575
634,Whitcomb Wit                                                                                        ,40,576
635,Düsseldorf Alt                                                                                     ,51,505
636,Honey Ginseng Ale                                                                                   ,19,577
637,Traffic Jam Grand Theft Pilsner                                                                     ,23,578
638,Noroc                                                                                               ,80,579
639,Black Eye                                                                                           ,38,580
640,Le Peche Mode                                                                                       ,58,581
641,(2014) Bourbon Barrel Aged Dark Territory Imperial Stout                                            ,52,582
642,Barrio NCAAle                                                                                       ,11,583
643,Thats My Jam                                                                                        ,81,584
644,Citra S.M.A.S.H. IPA                                                                                ,44,585
645,Fox Devil Wild                                                                                      ,102,556
646,Cinnabock                                                                                           ,58,586
647,Fuck Donald Trump                                                                                   ,17,587
648,King St Wharf Pale Ale                                                                              ,43,588
649,Highland IPA                                                                                        ,45,589
650,Vasaros Griausmas                                                                                   ,27,315
651,Bambi Malná Sör                                                                                   ,50,56
652,Consumption                                                                                         ,29,590
653,Mr. Manager                                                                                         ,25,591
654,Parklet ISA                                                                                         ,55,592
655,Southern Sky French Pale Ale                                                                        ,9,593
656,Calistoga Pilsner                                                                                   ,11,594
657,Chalkstream                                                                                         ,103,595
658,Sayonara IPA                                                                                        ,104,348
659,Always and Forever                                                                                  ,49,596
660,Javanog Cream Stout                                                                                 ,29,597
661,t Smisje Kuvee Elektrik 979W                                                                        ,0,598
662,Cask-It Series DNR Tequila Barrel Aged                                                              ,38,163
663,Play Dead IPA                                                                                       ,0,599
664,LAmarante                                                                                           ,58,600
665,Crush Kill Destroy                                                                                  ,40,69
666,Altmans Alt                                                                                         ,34,601
667,Lager of The Lakes                                                                                  ,11,602
668,Dunkelweizen                                                                                        ,23,603
669,Bubble Head With Blood Orange Juice & Zest                                                          ,82,604
670,Hummingbird Springs Saison                                                                          ,49,315
671,Bayrisch Hefeweizen                                                                                 ,23,605
672,Cherry Razz Sour                                                                                    ,34,83
673,Safe Passage                                                                                        ,19,606
674,Glutenberg Myrcène De Glace (Baril Unique)                                                         ,44,607
675,Doughboy Munich Dunkel                                                                              ,105,608
676,Neapolitan Medianoche                                                                               ,0,609
677,Extreme Green IPA                                                                                   ,45,610
678,Orange Blossom Saison                                                                               ,22,611
679,Durlacher Hof Hefeweissbier                                                                         ,34,612
680,Doc Masons XPA                                                                                      ,21,364
681,Nebraska                                                                                            ,10,613
682,Rye Pale Ale                                                                                        ,49,614
683,Marzonis Wheat Wine                                                                                 ,19,615
684,Fruit Bat Blueberry                                                                                 ,21,616
685,Noble Provisions                                                                                    ,49,617
686,Mikrozirkus 11 - Wilde Quitte                                                                       ,22,611
687,Saison Multigrain                                                                                   ,0,618
688,The Town Tart                                                                                       ,0,619
689,Beta #22 Mosaic & Enigma New England DIPA                                                           ,46,620
690,Billie                                                                                              ,4,621
691,Boundary Waters Golden Lager                                                                        ,31,622
692,Funked Up Series #30: Campo                                                                         ,0,573
693,Dark End Of The Wheat                                                                               ,65,623
694,Yuletide 2011                                                                                       ,10,624
695,Watermelon Radler                                                                                   ,19,625
696,Golden Spike Wheat                                                                                  ,13,626
697,Ankerla Kolonial Red Ale                                                                            ,58,627
698,Argus Mojito                                                                                        ,21,628
699,Pale Project: Winter                                                                                ,24,623
700,Lake On The Mountain Summer Ale                                                                     ,51,629
701,Vriendshapsblend (Friendship Blend)                                                                 ,24,630
702,All Hail Kohatu                                                                                     ,83,631
703,Marks Mishop                                                                                        ,43,632
704,King Leopold Belgian Stout (Healthy Spirits Barrel Aged)                                            ,22,633
705,Idaho 7 Shatter                                                                                     ,16,138
706,Carton / Barrier - Smash The Golds                                                                  ,38,163
707,Oregon Trail Wit                                                                                    ,26,634
708,Spangalang Pilsner                                                                                  ,38,635
709,Irish Red                                                                                           ,0,574
710,Sorachi Disaster                                                                                    ,35,636
711,Aldobrandesca                                                                                       ,0,637
712,"Jumpman, Jumpman, Jumpman                                                                           ",4,35
713,100 Barrel Series #04 - Barleywine (Bourbon Barrel-Aged)                                            ,12,638
714,Noble Sibling                                                                                       ,38,639
715,Hersbrucker Lager                                                                                   ,19,640
716,Governorfish                                                                                        ,26,641
717,Koff APA                                                                                            ,6,448
718,Aldersbacher Königinnen Weisse Hell                                                                ,6,642
719,Jeremiah Red                                                                                        ,25,643
720,Give Corn A Chance                                                                                  ,14,644
721,Cornish Steam Lager                                                                                 ,29,643
722,Holsten Radler                                                                                      ,46,645
723,Smoked Stout                                                                                        ,27,646
724,"Tequila, Cilantro, Lime, Chili Thang                                                                ",56,384
725,Bellheimer Edel Export                                                                              ,22,647
726,Granola Brown Ale                                                                                   ,3,648
727,R2 Koelschip                                                                                        ,4,444
728,Single Brew Stout                                                                                   ,58,649
729,SHB: Simcoe                                                                                         ,22,650
730,VaJaHa                                                                                              ,11,42
731,Cascade                                                                                             ,81,651
732,Rare Form                                                                                           ,22,652
733,To The Yard (peach)                                                                                 ,68,653
734,6 Foot 5 IPA                                                                                        ,4,654
735,Mahrs Weisse                                                                                        ,9,655
736,Dark Side Of The Moo                                                                                ,51,315
737,Permanent Midnight (imperial Porter)                                                                ,44,656
738,Imperial Lakta Coffee                                                                               ,19,657
739,Niksicko Tamno                                                                                      ,0,658
740,Acrobat DIPA                                                                                        ,51,69
741,Second Hand Smoke                                                                                   ,86,58
742,Oud Bruin (Cherry)                                                                                  ,22,659
743,Holy Cowbell                                                                                        ,44,660
744,Other Half/Burial - Diamond Mausoleum                                                               ,74,661
745,Amore Achromatic                                                                                    ,25,662
746,Summer Ale                                                                                          ,106,663
747,Crabby Bills Ale                                                                                    ,14,63
748,Railbender Ale                                                                                      ,19,664
749,Karma                                                                                               ,29,665
750,Royal Roots English-Style Porter                                                                    ,58,666
751,Seth Lager                                                                                          ,34,667
752,Research Series Lush #2                                                                             ,19,668
753,Anfernee                                                                                            ,11,669
754,NevaRRaven                                                                                          ,0,670
755,Limb From Limb                                                                                      ,4,671
756,De Rokerij                                                                                          ,102,388
757,Clearwater Light                                                                                    ,79,672
758,Pawpaw Lambic                                                                                       ,56,673
759,Kaleidoscope Golden Strong Ale                                                                      ,52,674
760,Kava                                                                                                ,61,675
761,Tuesday (2018)                                                                                      ,86,676
762,Schlafly Rye Bock                                                                                   ,57,677
763,Rocket Shed                                                                                         ,46,678
764,Pooh Bah Porter                                                                                     ,58,679
765,Belgian                                                                                             ,49,680
766,Liberty Station IPA                                                                                 ,2,681
767,Sage On Saison                                                                                      ,0,682
768,Roggen                                                                                              ,35,683
769,Brett Pale Ale                                                                                      ,27,684
770,Curly Tail Ale                                                                                      ,51,685
771,Marzen                                                                                              ,9,686
772,Marzen Original                                                                                     ,11,687
773,Time Out Dry Irish Stout                                                                            ,28,688
774,Visions of Delight                                                                                  ,0,560
775,Helles                                                                                              ,0,369
776,NY Local Weiss German Style Wheat Ale                                                               ,43,689
777,Vanilla Bean Milk Stout                                                                             ,0,690
778,Homefield 6                                                                                         ,34,691
779,Gotlandsdrika                                                                                       ,25,692
780,LEuphoria                                                                                           ,22,693
781,Imperial Super Guy                                                                                  ,27,694
782,Head High - Mango                                                                                   ,4,695
783,Hard Rollin                                                                                         ,0,696
784,Muskoka Twice As Mad Tom IPA                                                                        ,34,697
785,Smooth Cran Job                                                                                     ,0,698
786,High Carb Ale                                                                                       ,14,699
787,Burnout Brown                                                                                       ,44,700
788,Derivative: Citra                                                                                   ,0,315
789,Ok2berfest                                                                                          ,26,701
790,Spring Pale Ale                                                                                     ,12,702
791,Crosby Pale                                                                                         ,58,315
792,Chosin Reservoir Pilsener                                                                           ,26,703
793,Clarity FLX IPA                                                                                     ,20,704
794,Zeds In NJ - Pale 42                                                                                ,86,705
795,Seven Eight Nine                                                                                    ,79,706
796,Crew X 8.0                                                                                          ,107,707
797,Vecchia Bastarda                                                                                    ,68,708
798,Summer Saison                                                                                       ,79,709
799,Oops! I Mangoed My Pants!                                                                           ,9,710
800,Blunderbuss 2007                                                                                    ,4,711
801,"Blunderbuss Barleywine 2012, Bourbon Barrel / Dry-hop Blend                                         ",34,510
802,Dually                                                                                              ,12,440
803,Crystal Ruby                                                                                        ,19,712
804,First Batch Pale Ale                                                                                ,22,713
805,Peach On The Beach (Sex On The Peach)                                                               ,6,714
806,Temporal Oatmeal IPA                                                                                ,58,715
807,Bohemian Rye Pilsner                                                                                ,34,716
808,Ambrée                                                                                             ,14,717
809,Makimwe IPA                                                                                         ,14,718
810,Tony Goes Dancing                                                                                   ,19,719
811,Virginias Own (Ghost 225)                                                                           ,67,720
812,Black                                                                                               ,27,721
813,BA X Imperial Stout Black Spirit Bourbon Barrel Ed                                                  ,27,573
814,Buse à Queue Rousse                                                                                ,83,448
815,Irish Stout                                                                                         ,24,722
816,Anise Midnight                                                                                      ,10,241
817,Woolly Bugger                                                                                       ,3,330
818,Mankini                                                                                             ,68,723
819,Pineapple Great Return                                                                              ,49,724
820,Czars Tar Imperial Stout                                                                            ,62,725
821,The Snuffler                                                                                        ,108,726
822,Brewers ExperimentALE #67: 1917 Crystal AK                                                          ,10,727
823,Happy Way IPA                                                                                       ,38,728
824,Michelada                                                                                           ,51,729
825,Passion                                                                                             ,57,730
826,Full Shade                                                                                          ,34,731
827,Beverwyck Black                                                                                     ,49,732
828,Daymer                                                                                              ,0,439
829,Rum Raisin Stout                                                                                    ,4,56
830,Succubus                                                                                            ,24,733
831,Bud Light Lime Grape-Fruit-Rita                                                                     ,0,734
832,Schmidts & Grins                                                                                    ,27,735
833,Black Pearl IPA                                                                                     ,29,736
834,YCH Collab Session IPA                                                                              ,39,737
835,Kwas Jota                                                                                           ,34,738
836,Lubuskie Celtyckie                                                                                  ,58,535
837,SenorWITa                                                                                           ,19,739
838,Bridges To Burn                                                                                     ,19,740
839,Sawdust City / Bar Hop The Berlin Decision                                                          ,51,741
840,Milchkaffee                                                                                         ,83,742
841,Limmat Bräu                                                                                        ,34,743
842,Devils Teeth - Bourbon Barrel-Aged With Almonds And Cocoa Nibs                                      ,19,744
843,Snow Cap                                                                                            ,16,745
844,Thymus                                                                                              ,16,746
845,Travel By Map                                                                                       ,29,747
846,Hopshot IPA                                                                                         ,41,748
847,Big Jim                                                                                             ,26,749
848,Dominion Kristall Weizen                                                                            ,44,750
849,Box Car Brown (Wine Barrel Aged)                                                                    ,96,181
850,Brown Ale Con Agave                                                                                 ,0,751
851,Pro-Am Series No. 6 - Mutineer                                                                      ,3,752
852,Sommerweizen                                                                                        ,36,639
853,Double Dry Hopped Aint Nothing Nice                                                                 ,0,753
854,Road Triple                                                                                         ,45,754
855,The Steel Wheels                                                                                    ,27,755
856,Bila Nich                                                                                           ,48,756
857,Winter Blonde                                                                                       ,38,757
858,Raiders Ghost IPA                                                                                   ,73,758
859,HaseWeizen                                                                                          ,26,759
860,Tierra De Frontera                                                                                  ,3,760
861,San Gabriel Ambra Rossa Di Treviso                                                                  ,34,761
862,The Murican Dream                                                                                   ,10,287
863,Bourbon Barrel Raspberry Stout                                                                      ,74,762
864,Hefeweizen With Lemon                                                                               ,49,763
865,Radical Road                                                                                        ,98,436
866,Batch 100                                                                                           ,49,764
867,Belmonter Weisse (Apricot)                                                                          ,49,765
868,GDay Gummy                                                                                          ,21,766
869,Drink It Down Pecan Brown                                                                           ,36,384
870,TIME WARP CITRA IPA                                                                                 ,6,81
871,Cool Beans Imperial Coffee Porter                                                                   ,35,767
872,Royal Dutch Post Horn 16%                                                                           ,49,768
873,Vink Heerlijk                                                                                       ,0,769
874,Kumquat Margarita Gose                                                                              ,32,770
875,Irlandzkie Mocne                                                                                    ,44,771
876,Mörsugur                                                                                           ,0,772
877,Socrates Coffee IPA                                                                                 ,25,510
878,Barrell Aged Cobaltic Porter                                                                        ,27,465
879,Saurons Nightlight                                                                                  ,4,302
880,St. Dekkera Reserve: Sour Apricot Ale                                                               ,24,773
881,Pumpkin Ale                                                                                         ,62,774
882,Kuhnhenn Dawn Treader                                                                               ,62,775
883,Mlado Pivo                                                                                          ,27,522
884,Super Stout Coffee Stout                                                                            ,16,776
885,Blonde Ale                                                                                          ,26,777
886,Mad Seditious                                                                                       ,35,492
887,Bergen County Bull Stout 2016                                                                       ,0,778
888,Inisfada                                                                                            ,14,779
889,Good Old Geoff                                                                                      ,25,780
890,"Pomegranate, Ginger & Tangerine Blonde (Ghost 296)                                                  ",61,781
891,6th Anniversary Chardonnay Barrel Aged Quad                                                         ,44,735
892,ALS Hoppy Session Ale                                                                               ,109,782
893,Old #19                                                                                             ,34,783
894,Whiskey Barrel Aged Saison                                                                          ,105,784
895,BrutAle Death Metal                                                                                 ,0,785
896,Muga Joe Double Coffee Stout                                                                        ,12,786
897,Gąska Beerbinka                                                                                    ,34,787
898,Tripel                                                                                              ,0,788
899,Hop Project #66                                                                                     ,49,789
900,I Am The Knight                                                                                     ,25,790
901,Blackberry Infused Jamaica Red                                                                      ,14,454
902,Fire Knife                                                                                          ,51,791
903,Tanger                                                                                              ,19,573
904,Fonta Flora / Half Acre - Wolf Spit                                                                 ,0,792
905,Simple Joule                                                                                        ,68,793
906,Wheat Beer                                                                                          ,16,794
907,Lupy                                                                                                ,19,795
908,Laced With Passion                                                                                  ,50,796
909,Wee Heavy                                                                                           ,27,797
910,Signature Single Hop IPL                                                                            ,0,24
911,Cathedral Grove California Common                                                                   ,11,798
912,5th Ocean Belgian Blonde                                                                            ,30,799
913,Coney Island Human Blockhead                                                                        ,11,800
914,History and Tradition                                                                               ,35,801
915,Hirschau 1812 Original                                                                              ,35,802
916,Falling Squirrel Project #6                                                                         ,27,489
917,Dopamine Double IPA                                                                                 ,25,803
918,Juicy Jay - Barrel-Aged                                                                             ,27,804
919,Bali Hai Premium                                                                                    ,68,805
920,Fantasia Reserve                                                                                    ,57,806
921,Rengakan Beer                                                                                       ,37,807
922,Civil Works                                                                                         ,34,808
923,Sigtuna Imperial Porter                                                                             ,14,809
924,Pale Duke                                                                                           ,22,810
925,Amarillo Single Hop Pale Ale                                                                        ,34,811
926,Pedavena Speciale 110                                                                               ,40,812
927,Belhaven Scottish Stout                                                                             ,11,336
928,To Helles and Bock                                                                                  ,110,813
929,Carbone                                                                                             ,38,814
930,Fernetical                                                                                          ,5,815
931,Clear Sky Creamsicle                                                                                ,49,8
932,Long-Range Pils                                                                                     ,13,816
933,Big Wake                                                                                            ,32,817
934,Dat Moi                                                                                             ,3,52
935,Kismet Saison                                                                                       ,6,818
936,Rhye Pale Ale                                                                                       ,32,819
937,Annabelle                                                                                           ,29,820
938,Pardon You                                                                                          ,6,821
939,Gridlock                                                                                            ,14,822
940,Göller Weizenbock                                                                                  ,29,823
941,Gweilo IPA                                                                                          ,35,237
942,Tea Bagged Overrated                                                                                ,28,824
943,Toque And Mitts                                                                                     ,0,825
944,Yvan The Great: Belgian-Style Blonde (Beer Camp Across America)                                     ,34,826
945,Brewhouse Rarities: Mimosa Beer                                                                     ,29,827
946,Helles In Wonderland                                                                                ,51,828
947,EXperimental Imperial IPA                                                                           ,0,829
948,Red Rock Elephino                                                                                   ,49,830
949,Spiced Pumpkin Ale                                                                                  ,22,831
950,Lectio Divina                                                                                       ,111,832
951,Vader Saber                                                                                         ,24,702
952,Pile O Dirt Porter                                                                                  ,76,833
953,Neutrino Pale Ale                                                                                   ,0,834
954,Kotvans Single                                                                                      ,74,835
955,Lemon Battlecat                                                                                     ,19,836
956,Noël Des Géants                                                                                   ,82,837
957,FoeHammer                                                                                           ,63,838
958,"Leaves Of Grass: December 4, 2015                                                                   ",29,839
959,Ill Be Bock                                                                                         ,27,840
960,Mokra                                                                                               ,35,841
961,Bodhi                                                                                               ,20,842
962,Pickers Pale Ale                                                                                    ,68,528
963,Attraction No. 13: Lifeguard off Duty                                                               ,25,328
964,Galaxy Quest                                                                                        ,27,843
965,Strawberry Wheat                                                                                    ,23,844
966,10th Anniversary Barleywine Aged In Pinot Noir Barrels                                              ,11,845
967,Alt-itude                                                                                           ,52,846
968,Hop Scotch                                                                                          ,49,847
969,Bones Brown Ale                                                                                     ,19,848
970,The Swan On The Portside                                                                            ,29,849
971,Scratch Beer 182 - 2015 (Scottish-Style Ale)                                                        ,74,440
972,Cream Dream                                                                                         ,12,216
973,ESB With Wild Goose Coffee                                                                          ,38,850
974,Grissettastone                                                                                      ,14,851
975,Golden Ale                                                                                          ,38,852
976,Revolution                                                                                          ,0,853
977,Prickly Pear Cactus Pineapple Fruitsicle                                                            ,11,854
978,"Arboga 10,2                                                                                         ",27,855
979,Meadow Road Wheat Beer                                                                              ,58,856
980,Mother Baere                                                                                        ,4,857
981,Maguire Irish Red Ale                                                                               ,0,858
982,Tequila Barrel Idiot Farm                                                                           ,0,859
983,Alt-Bamberg Weißbier                                                                               ,82,860
984,Chasin Freshies 2014 - Mosaic                                                                       ,9,861
985,Bobber Lager (Dry Hopped)                                                                           ,112,862
986,Raspberry Wheat                                                                                     ,44,863
987,Stoopid Naked Flanders                                                                              ,13,864
988,Four Play Batch #4                                                                                  ,87,865
989,Joes Magical Pils                                                                                   ,19,866
990,Imperial Eclipse Stout - Apple-Brandy                                                               ,33,867
