id,name,brewery_id,state,country,style,availability,abv,notes,retired
166414,Strawberry Detention Double IPA,36710,FL,US,American Imperial IPA, Limited (brewed once),1.2,No notes at this time.,t
116753,Belgian Golden,34155,NY,US,Belgian Pale Ale, Limited (brewed once),6,No notes at this time.,t
234045,Teacher's Aide,38302,CA,US,American Amber / Red Ale, Year-round,5.5,No notes at this time.,f
313666,Bohemia ipa,301,,PT,American IPA, Year-round,7,No notes at this time.,f
232650,Ground Zero / White Stork Grounded Stork Saison Grisette,41566,3.3,RO,Belgian Saison, Limited (brewed once),5.8,No notes at this time.,t
273484,Wee-Heavy,22513,IA,US,Scotch Ale / Wee Heavy, Winter,12,No notes at this time.,f
168128,Redfeather Session IPA,19765,WA,US,American IPA, Spring,4.8,No notes at this time.,f
170621,Endurance (2015 Ski To Sea Race),20680,WA,US,American Imperial IPA, Limited (brewed once),9.75,"Fremont is a mythical brewery located on the outskirts of your imagination and the edge of the possible. Should you choose to seek us out, know that once you step onto this road, you cannot go back to the life you led before. The quest for craft beer will alter your perception of yourself and those around you, particularly after two or three beers. So stand up straight, tighten up your laces or fasten down you velcro straps and pack your bags, if you choose to look for Fremont, you will need some ... Endurance IPA. Enjoy the ride, Because Beer Matters!",t
160157,Sesh,3925,IL,US,American Pale Ale (APA), Rotating,4.8,No notes at this time.,f
192937,Pumpkin Lager,31724,NC,US,Pumpkin Beer, Fall,6,No notes at this time.,f
151226,Vitamin O,25422,NC,US,English Extra Special / Strong Bitter (ESB), Rotating,6,No notes at this time.,f
69230,Boh Pils,2294,,IE,Bohemian Pilsener, Fall,4.5,Bohemian Pilsner (unfiltered),f
4067,Old Growler,1390,GB2,GB,English Porter, Year-round,5.5,No notes at this time.,f
187811,Trial & Error # 132 - Wet Hopped Saison,29971,PA,US,Belgian Saison, Limited (brewed once),5.5,No notes at this time.,t
124660,Porter,34962,MI,US,American Porter, Year-round,7.2,No notes at this time.,f
297549,"The ""Royal Wheat""",46364,MN,US,Belgian Witbier, Summer,5.6,No notes at this time.,f
120043,Bitter,178,GB2,GB,English Bitter, Year-round,4,No notes at this time.,f
254893,Muerte Al Cereal,28192,WA,US,English Sweet / Milk Stout, Limited (brewed once),7.9,No notes at this time.,t
91726,Dubec,24392,,IT,German Doppelbock, Year-round,7.5,No notes at this time.,f
200254,Liquid Advent,39879,OH,US,American Porter, Limited (brewed once),5.5,No notes at this time.,t
98240,Saison,27378,CA,US,Belgian Saison, Rotating,6.6,No notes at this time.,f
172383,Session Black IPA,31066,TX,US,American Black Ale, Rotating,5,No notes at this time.,f
129203,Old '96 Sticke Alt,31733,NM,US,German Altbier, Limited (brewed once),6,No notes at this time.,t
294238,Skittles Berliner,32409,FL,US,Berliner Weisse, Rotating,5.3,No notes at this time.,f
221300,Saving Daylight,41849,VA,US,American Pale Wheat Ale, Year-round,4.9,"Crisp, Refreshing, Citrusy. ",f
366777,Flippin’ Frappe DIPA,45704,NH,US,American Imperial IPA, Limited (brewed once),9,No notes at this time.,f
123681,Jubilee,14952,VA,US,Belgian Strong Dark Ale, Limited (brewed once),10,Aged in premium Bowman's bourbon barrels for over a year.,t
344667,Rapid Transit,33375,CO,US,American Pale Ale (APA), Rotating,5.8,No notes at this time.,f
179275,Jai Alai IPA - Key Lime,17981,FL,US,American IPA, Limited (brewed once),7.5,No notes at this time.,t
127933,Archives 1804 T,31331,CA,US,English Porter, Limited (brewed once),2.8,No notes at this time.,t
254265,Cranberry Berliner,28178,IL,US,Berliner Weisse, Rotating,4,No notes at this time.,f
84035,Abbey Ale,467,MN,US,Belgian Dubbel, Limited (brewed once),3,No notes at this time.,t
292733,Green And Gold,49805,VT,US,American Pale Ale (APA), Year-round,5.2,No notes at this time.,f
161573,Solicitation,38397,AZ,US,American Stout, Rotating,6,No notes at this time.,f
129402,SVE Kölsch,1146,IL,US,German Kölsch, Limited (brewed once),5,A dry-hopped kolsch brewed with input from singer Sharon Van Etten for Pitchfork Music Festival 2014.,t
282630,Throw Back Pilsner,30265,CA,US,Bohemian Pilsener, Year-round,5.4,No notes at this time.,f
278937,MOAB (Mother Of All Bettys),16504,NE,US,Russian Imperial Stout, Limited (brewed once),12.7,No notes at this time.,t
364504,Monkish / Half Acre Here To Fish,28657,CA,US,American Imperial IPA, Rotating,9.4,No notes at this time.,f
101845,Czech-Style Pilsner,29747,NY,US,Bohemian Pilsener, Rotating,5.6,No notes at this time.,f
278947,Short-Term Immortal,28383,PA,US,American Imperial IPA, Rotating,9.2,"Double IPA. Brewed with Golden Promise, Maris Otter, and a touch of caramel malt. Dry-hopped intensely with Simcoe, Amarillo, Mosaic, and experimental hop variety 11405 from our friends at Hopstiener.",f
273549,Coal Train-Dates & Currants,3268,MO,US,American Imperial Stout, Limited (brewed once),11.5,No notes at this time.,t
20815,Winter Warmer,9877,WI,US,Scotch Ale / Wee Heavy, Winter,8,No notes at this time.,f
363187,"Virginia Cobbler: Cherry, Peach",37910,VA,US,American Wild Ale, Rotating,4,No notes at this time.,f
159591,La Loggia Tipo Pilsen,38185,,AR,Bohemian Pilsener, Rotating,6,No notes at this time.,f
364990,Town Series: Totally Bonkers,36113,WA,US,American Imperial IPA, Rotating,8.3,"DIPA with citra, simcoe, and styrian wolf hops.",f
293482,Hopicorn,2671,MI,US,American Cream Ale, Rotating,5.8,No notes at this time.,f
95750,Shinjiko Sekiyo Amber Ale,11371,,JP,American Amber / Red Ale, Summer,5.5,No notes at this time.,f
283539,Odranoel,29640,IL,US,American Porter, Winter,5.3,No notes at this time.,f
180366,Dockside Schwarzbier,30589,WA,US,German Schwarzbier, Summer,5,No notes at this time.,f
51101,Pride Of Nekron,16295,,DK,American Imperial Stout, Year-round,10.5,No notes at this time.,f
339189,Triple Play,50212,FL,US,Belgian Tripel, Rotating,9,No notes at this time.,f
304297,Planet Oedipus Lifeform No. 1-PO17-GL-HMBO,35209,,NL,Herb and Spice Beer, Limited (brewed once),6,No notes at this time.,t
135317,Bottle Rocket,30553,IA,US,German Kölsch, Rotating,4.2,No notes at this time.,f
53004,Blitzen,20789,GB2,GB,Winter Warmer, Winter,6,No notes at this time.,f
272734,Little Bastard Ale,47021,,DE,American Amber / Red Ale, Rotating,4.7,No notes at this time.,f
358635,Monkin',21683,IL,US,Pumpkin Beer, Limited (brewed once),6.8,No notes at this time.,f
328472,End of The Line - Simcoe IPA,33820,TX,US,American IPA, Rotating,6.5,No notes at this time.,f
141187,Wermlands Ale,37042,,SE,American Pale Ale (APA), Year-round,5.6,No notes at this time.,f
162733,Cuivre,16866,CA,US,English Old Ale, Limited (brewed once),16.2,This 2015 Anniversary Old Ale celebrates The Bruery’s 7th year and it is 100% ale aged in Bourbon Barrels. Cuivre translates to “Copper” and this beer will be packaged in 750ml bottles.,t
127738,Obsession Ale,33966,NY,US,American Pale Ale (APA), Limited (brewed once),4.4,No notes at this time.,t
277165,Manchurian Candidate,24656,OH,US,American Amber / Red Ale, Rotating,6,No notes at this time.,f
316855,Island Daydream,33018,CA,US,American Wild Ale, Rotating,6.3,Golden Sour Beer Aged in Oak Barrels with Pineapple and Toasted Coconut.,f
228019,Apparition Double IPA - Habanero,29671,NV,US,American Imperial IPA, Rotating,9.2,No notes at this time.,f
366235,Beer Bath,53754,OK,US,Belgian Saison, Rotating,7.8,No notes at this time.,f
236267,Saison,46008,NJ,US,Belgian Saison, Year-round,4,No notes at this time.,f
109105,Eureka W/ Citra,28743,MA,US,American Blonde Ale, Rotating,4.1,"Our Jam! Eureka w/Citra explodes with citrus fruit on the nose and the palate , and finishes cleanly with light bits of cracker malt. Someone forgot to tell it that it's only 4.1% alcohol. A beautiful and pungent, yet delicate and highly drinkable beer!",f
127850,Genesee Brew House Unfiltered IPA,29854,NY,US,American IPA, Rotating,6,No notes at this time.,f
219524,Whistle Pig Juniper Ale,44494,CO,US,American Pale Ale (APA), Year-round,6.6,No notes at this time.,f
320216,Monk House,22513,IA,US,Belgian Dubbel, Rotating,6.8,No notes at this time.,f
290807,FFG,36686,WI,US,American Wild Ale, Rotating,4,Meerts heavily dry hopped with Galaxy hops,f
139974,Plum And Cardamom Rye Saison (Hops & Pie Collaboration),18564,CO,US,Belgian Saison, Rotating,6.9,No notes at this time.,f
151462,Druther's Sour Brown,29747,NY,US,American Brown Ale, Rotating,6.2,No notes at this time.,f
46693,Bourbon Aged Barleywine,1550,,US,American Barleywine, Rotating,12,No notes at this time.,f
298194,Hertog Jan Grand Prestige Vatgerijpt Bourbon,530,,NL,British Barleywine, Limited (brewed once),12.4,No notes at this time.,t
318289,Rhenish Alt,1177,MN,US,German Altbier, Rotating,5,No notes at this time.,f
79367,KellerBier,5581,,DE,German Kellerbier / Zwickelbier, Year-round,4.9,No notes at this time.,f
106649,Sugar And Spice And Everything Nice Belgian Ale,11141,KS,US,Belgian Strong Dark Ale, Rotating,4.2,No notes at this time.,f
89612,Bitter Buffalo India Brown Ale,25433,ID,US,American Brown Ale, Rotating,6.2,No notes at this time.,f
10544,Samson Budweiser Bier Černý,303,,CZ,European Dark Lager, Year-round,3.8,No notes at this time.,f
291318,"Anastasia's Chocolate Fantasy (With Coconut, Buckwheat, & Lactose)",1659,VA,US,Russian Imperial Stout, Limited (brewed once),9.1,No notes at this time.,t
259293,Double Dry Hopped Art & Industry,28428,MA,US,American IPA, Rotating,7,No notes at this time.,f
262998,2 Jacks,1457,MI,US,English Old Ale, Rotating,9.5,No notes at this time.,f
196017,Mods Pale Ale,38767,VA,US,American Pale Ale (APA), Rotating,5.2,No notes at this time.,f
156280,Estrella Galicia 1906 Black Coupage,2100,,ES,Munich Dunkel Lager, Year-round,7.2,"The term ""coupage"" is used in the wine world to refer to the blending of wines to make a finished product. Hijos de Rivera uses the term here to refer to the mixture of four traditionally floor-malted Czech barley malts which they use to brew this excellent lager. Pouring very dark brown – approaching black – with reddish flashes, 1906 Black Coupage offers up a wonderful aroma. Look for richly bready notes with toast, touches of licorice, raisin and dried figs, hints of coffee grounds and cocoa powder, and an overlay of lightly fruity and floral hop character. This brew isn't shy on the palate either; there's quite a roasty character, with notes of deeply toasted bread, roasted coffee, and hints of dark chocolate and nuts. Those dried fruit notes emerge in the flavor too, augmented by Sladek hops which often contribute a fruity note akin to peach along with a spiciness similar to Saaz hops.",f
95751,Piebalga,13382,,LV,European Pale Lager, Year-round,5.6,No notes at this time.,f
25420,Pale Ale,155,ON,CA,English Pale Ale, Year-round,5,No notes at this time.,t
115294,Hefeweizen,22223,,NZ,German Hefeweizen, Summer,5.4,No notes at this time.,f
46776,Summer Buzz,873,NY,US,American Strong Ale, Summer,7.5,No notes at this time.,f
178617,Confucius Says,36073,ME,US,American IPA, Rotating,7.8,No notes at this time.,f
204205,Salinenbräu Hell,43427,,DE,German Helles, Year-round,4.9,No notes at this time.,f
309125,Proud Pilsner,47203,CA,US,Bohemian Pilsener, Rotating,5,No notes at this time.,f
266306,ConocoGIN,47796,PA,US,American Brown Ale, Limited (brewed once),4.2,No notes at this time.,t
159421,F.J.R. Imperial White IPA,1471,MI,US,American Imperial IPA, Limited (brewed once),4,No notes at this time.,t
299638,Fashionably Late,24075,CO,US,Belgian Pale Ale, Limited (brewed once),6.5,No notes at this time.,t
185758,Gooseberry Changeling,33013,BC,CA,Fruit and Field Beer, Rotating,4,No notes at this time.,f
161903,Calypso,25622,TX,US,American IPA, Rotating,6.1,No notes at this time.,f
158035,Sidewinder Red Ale,38898,CA,US,American Amber / Red Ale, Rotating,8.5,No notes at this time.,f
163158,Tart,39455,TX,US,Fruit and Field Beer, Rotating,5,No notes at this time.,f
274512,Off White Wit,48447,CA,US,Belgian Witbier, Rotating,5.4,No notes at this time.,f
329304,Centennial IPA,45230,MN,US,American IPA, Limited (brewed once),7,No notes at this time.,f
293021,Stout,49662,NY,US,American Stout, Year-round,7.8,No notes at this time.,f
235277,Scovilliaus Maximus,31481,NC,US,Chile Beer, Rotating,9.3,No notes at this time.,f
301262,SINGULARITY IPA,6045,,US,American IPA, Limited (brewed once),6.3,No notes at this time.,t
27911,City Steam Amarillo IPA,556,CT,US,American IPA, Limited (brewed once),6.8,No notes at this time.,t
29070,Alexander Keith's Red Amber Ale,6994,NS,CA,American Amber / Red Ale, Year-round,5,No notes at this time.,f
296403,Princess,812,CA,US,Belgian Tripel, Limited (brewed once),8.3,Belgian Triple aged in California sparkling wine barrels for six months with 5% mixed culture saison.,t
65818,Crystal Springs Pilsner,5115,CA,US,German Pilsner, Rotating,5.1,No notes at this time.,f
125419,The Bunnyman White IPA,8776,MD,US,Belgian Witbier, Limited (brewed once),6,No notes at this time.,t
343188,Hopocalypse White Label (Hazy Double IPA),3835,CA,US,American Imperial IPA, Rotating,8.4,No notes at this time.,f
10353,Golden Pippin Ale,4808,GB2,GB,English Pale Mild Ale, Year-round,3.9,No notes at this time.,f
365471,SMaSH 007,45955,WA,US,American IPA, Limited (brewed once),1,No notes at this time.,f
332890,Chaos Monkey,51840,MO,US,German Hefeweizen, Rotating,5.5,No notes at this time.,f
293019,Double IPA,49662,NY,US,American Imperial IPA, Year-round,8.8,No notes at this time.,f
213923,Leffe Royale Mount Hood,470,,BE,Belgian Strong Dark Ale, Winter,7.5,No notes at this time.,f
201839,Noble Oaf (Dry Hopped Edition),34640,ON,CA,Belgian Saison, Limited (brewed once),7.3,No notes at this time.,t
358286,Kolsch,33108,NY,US,German Kölsch, Rotating,4.2,No notes at this time.,f
185614,Quiet Ryeit,1482,NH,US,Rye Beer, Rotating,4.9,No notes at this time.,t
88705,Victoria's Secret,19476,,DK,American Pale Wheat Ale, Limited (brewed once),6,No notes at this time.,t
316540,Cranberry Hopped Shandy,43488,WI,US,Fruit and Field Beer, Rotating,4.8,No notes at this time.,f
183651,Wet Hopped Blonde Ale,33735,CO,US,American Blonde Ale, Summer,5.5,No notes at this time.,f
208774,Magic #3.5 - Pineapple Gose,25314,,SE,Leipzig Gose, Rotating,3.5,No notes at this time.,f
149042,Coffee Vanilla Porter,29268,ON,CA,American Porter, Limited (brewed once),5,No notes at this time.,t
36363,Pink Clouds Porter,10485,PA,US,American Porter, Limited (brewed once),5.8,No notes at this time.,t
117786,Retro Red Ale,16816,MT,US,American Amber / Red Ale, Limited (brewed once),4.3,No notes at this time.,t
16323,Old Detroit Alt Bier,1090,OH,US,German Altbier, Year-round,4.1,No notes at this time.,t
157323,No. 21 Double IPA,34032,MN,US,American Imperial IPA, Year-round,9.5,No notes at this time.,f
254110,Diet Starts Monday,42560,VA,US,American Imperial IPA, Rotating,8.5,"DIPA w/ Mandarin Orange and Vanilla. Brewed as a collaboration between Aslin, Ashburn Wine Shop, and Buffalo Wing Factory.",f
244756,Rus,40035,MN,US,American Imperial Stout, Limited (brewed once),11.5,No notes at this time.,t
133464,BeerZelis Fest Filtered,32846,,RU,German Märzen / Oktoberfest, Year-round,4.9,No notes at this time.,f
198133,Visen,18228,,CZ,Fruit and Field Beer, Rotating,4,No notes at this time.,f
145834,West Shefford Cette Sorte Là,1145,QC,CA,American Blonde Ale, Summer,4.8,No notes at this time.,f
269254,The Nihilist,130,CO,US,American Barleywine, Limited (brewed once),14,Killer Penguin Barleywine aged 1 year in Breckenridge Bourbon barrels.,t
110767,Out.Haus Ales IPA,33886,NH,US,American IPA, Year-round,6,No notes at this time.,f
256314,Pilsen Paraguaya,34106,,PY,German Pilsner, Year-round,5,No notes at this time.,f
349543,Twangy Banjo,46991,VA,US,American Pale Wheat Ale, Rotating,4.7,No notes at this time.,f
66599,Double Rainbow,18120,CO,US,Belgian Saison, Limited (brewed once),14,No notes at this time.,t
182540,Foraging For Herbs,20776,GB7,GB,American Amber / Red Ale, Limited (brewed once),4.7,No notes at this time.,t
94351,Fo-Porter,13402,MI,US,American Porter, Rotating,6,No notes at this time.,f
137639,Dochter Seizoen,27273,PA,US,Belgian Saison, Rotating,2.2,"This beer is a light and hoppy saison aged in wine barrels with our ever evolving house microflora. Notes of ripe fruity funk, subtle oak and that ineffable saison joie de vivre.",f
44595,Sweetwater Motor Boat,273,GA,US,English Extra Special / Strong Bitter (ESB), Rotating,5.6,No notes at this time.,f
50507,Ice Pick Ale,11675,CO,US,American IPA, Year-round,6.5,No notes at this time.,t
170479,Oaked Barleywine,31059,CA,US,American Barleywine, Limited (brewed once),9,No notes at this time.,t
324118,Roadside IPA,51015,FL,US,American IPA, Rotating,6,No notes at this time.,f
212990,Bitter Bee,40030,,TH,English Extra Special / Strong Bitter (ESB), Year-round,1.5,No notes at this time.,f
286427,12oz Abs,49405,KY,US,American Brown Ale, Rotating,4.5,No notes at this time.,f
341546,Reality Bath,43007,TX,US,American Imperial IPA, Rotating,9.4,No notes at this time.,f
105676,E'Te' Sans Fin,16205,FL,US,Belgian Saison, Rotating,5,No notes at this time.,f
45337,Twain's Honest Lender Imperial Brown,6928,GA,US,American Brown Ale, Limited (brewed once),7.5,No notes at this time.,t
53921,Dry Stout,21153,MO,US,Irish Dry Stout, Rotating,4.8,"Roasted coffee notes and slight malt bitterness from Black Barley, define this opaque dark Irish style ale. Pair this brew with smoked foods, roasts and desserts.",f
185124,Tornado Alley Dry Hopped,4063,KS,US,American IPA, Rotating,5.5,No notes at this time.,f
13303,Oktoberfest,780,BC,CA,German Märzen / Oktoberfest, Fall,6.2,No notes at this time.,t
159635,The Mula IPA,38228,,AR,American IPA, Year-round,4.1,No notes at this time.,f
57920,Žatec Dark Lager,4106,,CZ,European Dark Lager, Year-round,5.7,No notes at this time.,f
354846,Wit Your Pants,32166,MI,US,American Pale Wheat Ale, Rotating,4.75,No notes at this time.,f
42635,Ølfabrikken Skråplan,11063,,DK,American Strong Ale, Limited (brewed once),11,No notes at this time.,t
316871,Hofbräu Winterzwickl,4686,,DE,German Kellerbier / Zwickelbier, Winter,5.5,No notes at this time.,f
124117,Hup! Hup! Hup!,33510,NY,US,Belgian Pale Ale, Rotating,5.5,No notes at this time.,f
153798,Color Field,32893,NY,US,American Wild Ale, Rotating,5.2,"Color Field is an American wild farmhouse ale brewed with hibiscus, rose hips, and chamomile. Produced with a mixed culture fermentation, it pours a hazy pink color topped with a fluffy white head. Tart aromas of lemon, black pepper, and earthy, gently perfumed botanicals mingle with classic saison funk. The soft, refreshing acidity is balanced by a hint of floral sweetness. This beer is never boiled and never filtered.",f
256149,Spicy Hawaiian,19456,OK,US,German Hefeweizen, Rotating,5.1,Elevator Wheat Hefeweizen infused with pineapple and habanero peppers.,f
332041,Porter For Princesses,27016,MA,US,American Porter, Rotating,6,No notes at this time.,f
369700,Omnipresent,27289,GB2,GB,American IPA, Rotating,6.5,No notes at this time.,f
173472,St. Bretta Citrus Wildbier Gold Nugget Mandarin,25191,CO,US,Belgian Witbier, Limited (brewed once),5.5,"Citrus zest from Gold Nugget Mandarin citrus as well as lemongrass. St. Bretta Gold Nugget is the first batch of our Brettanomyces Citrus Wildbier that is not named after a season. By moving away from seasonality, we are able to put the focus on the fruit itself and allow for greater experimentation.",t
363932,Session IPA,53650,WI,US,American IPA, Rotating,2.2,No notes at this time.,f
127131,Hiisi Rakki,35542,,FI,American Pale Ale (APA), Year-round,4.5,No notes at this time.,f
70547,Blackberry Crimson Oat,1177,MN,US,American Amber / Red Ale, Rotating,6,No notes at this time.,t
4228,Slam Dunkel Weizenbock,363,WA,US,German Weizenbock, Rotating,1.3,No notes at this time.,t
92635,Four Spacious Skies,28535,NY,US,American Amber / Red Ale, Limited (brewed once),4,No notes at this time.,t
279573,Nerka,48365,AK,US,Irish Red Ale, Rotating,4.7,No notes at this time.,f
355031,Double dry hopped Zeus king of gods,49650,MA,US,American Imperial IPA, Rotating,8.5,No notes at this time.,f
92464,Raisin Hell,18254,PA,US,Belgian Dark Ale, Limited (brewed once),10,No notes at this time.,t
324785,Closing Campfire,51284,CO,US,American Pale Wheat Ale, Rotating,5.3,No notes at this time.,f
244806,Agrumes,38906,QC,CA,American Blonde Ale, Rotating,6.6,No notes at this time.,f
280165,Pear Katy,24428,MO,US,American Wild Ale, Limited (brewed once),5.2,No notes at this time.,t
266014,Hans Trapp,42651,,NO,American Porter, Winter,7.5,No notes at this time.,f
295807,The Henchman,28994,CA,US,American Wild Ale, Limited (brewed once),6.1,Barrel-Aged Feral Ale with Peaches & Nectarines,t
47853,Distorter Porter,18254,PA,US,English Porter, Year-round,5.5,No notes at this time.,f
261644,Great Lakes Crazy Canuck Brettanomyces Lambicus,9408,ON,CA,American Brett, Rotating,5.2,No notes at this time.,f
47949,Courlieu,18003,QC,CA,Belgian Pale Ale, Rotating,5.9,No notes at this time.,f
16736,East Chop Light(house) Lager,236,MA,US,American Light Lager, Rotating,4,No notes at this time.,t
223966,Barrel Aged Maple Oatmeal Stout,22349,MA,US,American Imperial Stout, Limited (brewed once),10,No notes at this time.,t
233983,Brock Street Bock,40319,ON,CA,German Bock, Spring,6,No notes at this time.,f
49605,IPA,4698,CA,US,American IPA, Rotating,5.2,No notes at this time.,t
260568,Cuvee Delphine - Cask Strength 4 Roses BA,15237,2,BE,Russian Imperial Stout, Limited (brewed once),13,Aged 1 year on 4 Roses bourbon barrels.,t
314914,Double Buck IPA,50392,WA,US,American Imperial IPA, Year-round,7.5,No notes at this time.,f
109654,Metanoia,10153,NC,US,American Wild Ale, Limited (brewed once),5.6,"Inoculated with wild yeast and matured in oak casks for nearly a year, flavors of sour grape skins meld with champagne-like effervescence yielding to a soft malted finish in our first patiently awaited sour experiment.",t
257834,Funk Land Country Shuffle,1170,IN,US,American Wild Ale, Limited (brewed once),4,No notes at this time.,t
48931,Neustadt Texas Tea Honey Stout,4028,ON,CA,English Sweet / Milk Stout, Rotating,5.8,"The use of all dark specialty malts makes this a very smooth drink. Enhanced with pure local honey to give a nice, sweeter mouth feel than a normal stout. “Absolutely no tea in the ingredients.”",f
283788,Black Matter,47850,TX,US,English Oatmeal Stout, Year-round,8.6,No notes at this time.,f
213162,Mulholland's Stash Barleywine,44152,CA,US,American Barleywine, Rotating,10.8,No notes at this time.,f
25616,Rossa Gems,12131,,IT,German Bock, Year-round,6.5,No notes at this time.,t
102264,Four Saisons,32996,GB6,GB,Belgian Saison, Year-round,2,No notes at this time.,f
212886,NWC Radish Wheat,42539,MI,US,American Pale Wheat Ale, Rotating,5.8,No notes at this time.,f
351881,The Point,47132,NJ,US,Belgian Pale Ale, Rotating,6,No notes at this time.,f
175107,Cali IPA,27231,CA,US,American IPA, Limited (brewed once),6.2,No notes at this time.,t
183448,Free Range,37773,MD,US,American IPA, Year-round,6,No notes at this time.,t
251480,English IPA,1762,VA,US,English India Pale Ale (IPA), Rotating,5.5,No notes at this time.,f
70805,Public House,267,CO,US,English Pale Mild Ale, Limited (brewed once),6,No notes at this time.,t
141876,Party Dome,33631,ME,US,American Pale Ale (APA), Rotating,5.9,No notes at this time.,f
93679,Remnant Of Dragon,25937,MI,US,American Imperial Red Ale, Rotating,9,No notes at this time.,f
167069,Sheldon,37016,MA,US,American Brown Ale, Year-round,7,No notes at this time.,f
11279,Barkeater Amber Ale,1888,NY,US,American Amber / Red Ale, Spring,5,No notes at this time.,f
262196,Longest Night,37532,TX,US,American Imperial Stout, Rotating,11.5,No notes at this time.,f
59594,Adnams Spindrift,779,GB2,GB,English Pale Ale, Rotating,5,No notes at this time.,f
254891,X-1 008,43537,MA,US,American IPA, Limited (brewed once),6.7,No notes at this time.,t
33533,Redwood Lodge American Dark,3475,MI,US,American Amber / Red Lager, Rotating,3,No notes at this time.,t
298992,All Is Lost!,50290,IL,US,American Pale Ale (APA), Rotating,5.5,No notes at this time.,f
255404,38 State Red Ale,36581,CO,US,American Amber / Red Ale, Rotating,6.8,No notes at this time.,f
29719,Bière Du Père,12,MA,US,Belgian Witbier, Spring,5,No notes at this time.,t
121691,Rebel Alliance,33347,CA,US,American Imperial Stout, Limited (brewed once),10,No notes at this time.,t
228287,Vanilla Oak (Six Ways),12172,,SE,American Imperial Stout, Limited (brewed once),10,No notes at this time.,t
173204,Louise,30965,IL,US,Belgian Pale Ale, Rotating,4.2,No notes at this time.,f
356888,Trailblazer,47873,AR,US,American IPA, Rotating,7.1,No notes at this time.,f
251681,Father Christmas - Cabernet Barrel Aged,39158,FL,US,Belgian Strong Dark Ale, Limited (brewed once),11,Our Father Christmas aged on Cabernet Barrels. Originally released in 2016.,t
264790,Night Of Terror,37552,TX,US,American Imperial Stout, Rotating,15,No notes at this time.,f
183523,Muscle Memory,41719,CO,US,American Pale Ale (APA), Year-round,4.5,"A generous helping of oats make this Third Wave Pale Ale dangerously drinkable. Bursting with grapefruit, orange marmalade, passion fruit, and peach.",f
228953,Tr-Hop-ical Storm,34076,FL,US,American Imperial IPA, Rotating,8.8,No notes at this time.,f
358460,11 Barrel,36366,FL,US,American IPA, Rotating,7.1,No notes at this time.,f
134830,Postulate,30026,IN,US,American IPA, Rotating,7,No notes at this time.,f
45366,Pumpkin Bock,16060,NC,US,German Bock, Fall,7.2,No notes at this time.,f
69162,Schlappeseppel Export,5964,,DE,European Export / Dortmunder, Year-round,5.6,No notes at this time.,f
29471,BSH (Back Street Heroes),18,GB2,GB,English Extra Special / Strong Bitter (ESB), Limited (brewed once),4.5,No notes at this time.,t
372489,Always Eatin' Dinner,30321,CT,US,American IPA, Rotating,6.5,No notes at this time.,f
64893,Sorcerer,19544,OH,US,Belgian Strong Dark Ale, Rotating,9,"Dark ruby brown Belgian style strong ale with complex flavors reminiscent of dried fruits. The sweet hints of raisin, fig and plum are accentuated with rock candy sugar then warmed away by the strength of the dry alcoholic finish.",f
364952,Who Hopped Ya?,46420,NC,US,American IPA, Limited (brewed once),7.1,No notes at this time.,f
356690,Motueka Incandenza,44599,NY,US,American IPA, Rotating,6,No notes at this time.,f
181544,Iced Tea,38826,GB6,GB,Herb and Spice Beer, Year-round,5,No notes at this time.,f
342410,Blackberry Raspy,10607,NY,US,Fruit and Field Beer, Limited (brewed once),4.5,"Double the fruit of the original Lil' Raspy formulation, now with equal parts raspberries and blackberries.",f
169493,Hefe Shandy,8,OR,US,German Hefeweizen, Summer,4.2,"The original American Hefeweizen gets a bold, new citrus aroma and flavor from lemon drop hops & natural lemonade flavor.",f
93000,Trashmaster 2013,28753,ME,US,Russian Imperial Stout, Rotating,9,No notes at this time.,t
208775,Magic #8 - Maple Candied Almond Pale,25314,,SE,American Pale Ale (APA), Rotating,5,No notes at this time.,f
190453,Whirlpool,22928,NY,US,Belgian Pale Ale, Limited (brewed once),2,No notes at this time.,t
359495,Bamboozled,51069,CA,US,American Imperial IPA, Limited (brewed once),8.3,No notes at this time.,f
364468,Cantillon à l'Ecossaise,388,,BE,Belgian Fruit Lambic, Limited (brewed once),4,"At the end of last year, Cantillon sent a Kriek barrel to Arran in Scotland to be filled with local Whisky. The Whisky was bottled after 4 months maceration and the barrel was sent back to Cantillon. We refilled the barrel with cherries and a 2 years old Lambic. The beer was kegged after 4 months of fermentation.",f
361284,Verbal Hologram,15824,WA,US,American IPA, Rotating,6.9,No notes at this time.,f
73374,Black Oak Cafe Au Lait,853,ON,CA,English Sweet / Milk Stout, Limited (brewed once),8,No notes at this time.,t
171464,Blue Mountain Pilsner,32900,PA,US,German Pilsner, Rotating,4.5,No notes at this time.,t
367916,Peachacalypse,44216,CO,US,Wild/Sour Beers, Limited (brewed once),5.5,No notes at this time.,f
326603,Blackberry Coffee Latte,18316,PA,US,American IPA, Limited (brewed once),7,No notes at this time.,f
224223,Possible Worlds,28439,CO,US,American IPA, Rotating,5,No notes at this time.,t
20025,Four C's American Pale Ale,2470,OH,US,American Pale Ale (APA), Rotating,6,Formerly Ringneck 4 C's Pale Ale.,f
95292,Robust Porter,5408,MN,US,Robust Porter, Rotating,5.6,No notes at this time.,f
66710,Abstrakt AB:05,16315,GB6,GB,Russian Imperial Stout, Limited (brewed once),12.5,Belgian Imperial Stout aged on toasted coconut and cacao.,t
